url_path,views_total,views_unique
/csrc-sdsu/mole,234,52
/csrc-sdsu/mole/issues,87,16
/csrc-sdsu/mole/pulls,86,17
/csrc-sdsu/mole/pull/270,38,6
/csrc-sdsu/mole/tree/main/src,35,10
/csrc-sdsu/mole/tree/main/examples,28,11
/csrc-sdsu/mole/tree/main/src/matlab_octave,27,9
/csrc-sdsu/mole/tree/main/examples/matlab_octave,26,9
/csrc-sdsu/mole/issues/278,24,8
/csrc-sdsu/mole/pull/282,24,8
