referrer,views_total,views_unique
github.com,151,15
Google,149,22
DuckDuckGo,16,4
mole-docs.readthedocs.io,14,8
ai.sharedai.chat,12,1
search.brave.com,5,1
zenodo.org,3,2
csrc.sdsu.edu,2,2
chatgpt.com,1,1
latintalks.sdsu.edu,1,1
