url_path,views_total,views_unique
/csrc-sdsu/mole,182,36
/csrc-sdsu/mole/pulls,54,12
/csrc-sdsu/mole/issues,49,12
/csrc-sdsu/mole/tree/cpp_dev/mole2_0_grid_implementation,28,4
/csrc-sdsu/mole/pull/460,26,5
/csrc-sdsu/mole/tree/main/src,21,6
/csrc-sdsu/mole/tree/main,20,9
/csrc-sdsu/mole/tree/main/examples,19,7
/csrc-sdsu/mole/pull/457,18,2
/csrc-sdsu/mole/pull/463,17,6
