url_path,views_total,views_unique
/csrc-sdsu/mole,174,36
/csrc-sdsu/mole/pulls,150,18
/csrc-sdsu/mole/issues,115,19
/csrc-sdsu/mole/issues/370,42,13
/csrc-sdsu/mole/pull/373,41,13
/csrc-sdsu/mole/tree/main/src,26,8
/csrc-sdsu/mole/pull/340,24,5
/csrc-sdsu/mole/issues/360,18,10
/csrc-sdsu/mole/pull/312,18,5
/csrc-sdsu/mole/pull/376,17,4
