time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-11-30 00:00:00+00:00,9.0,8.0,35,12
2025-12-01 00:00:00+00:00,170.0,46.0,203,11
2025-12-02 00:00:00+00:00,346.0,110.0,260,22
2025-12-03 00:00:00+00:00,309.0,94.0,231,23
2025-12-04 00:00:00+00:00,56.0,26.0,90,10
2025-12-05 00:00:00+00:00,136.0,57.0,124,18
2025-12-06 00:00:00+00:00,16.0,8.0,26,4
2025-12-07 00:00:00+00:00,39.0,12.0,14,5
2025-12-08 00:00:00+00:00,39.0,24.0,251,13
2025-12-09 00:00:00+00:00,14.0,8.0,27,5
2025-12-10 00:00:00+00:00,25.0,12.0,81,13
2025-12-11 00:00:00+00:00,18.0,10.0,40,7
2025-12-12 00:00:00+00:00,43.0,15.0,58,4
2025-12-13 00:00:00+00:00,,,2,1
