referrer,views_total,views_unique
github.com,169,12
Google,164,30
mole-docs.readthedocs.io,69,7
goodfirstissues.com,5,1
csrc.sdsu.edu,4,3
siam.org,4,1
Bing,3,1
DuckDuckGo,1,1
search.brave.com,1,1
