time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-11-17 00:00:00+00:00,14,13,43.0,9.0
2025-11-18 00:00:00+00:00,4,4,25.0,7.0
2025-11-19 00:00:00+00:00,9,5,177.0,7.0
2025-11-20 00:00:00+00:00,22,13,89.0,15.0
2025-11-21 00:00:00+00:00,4,4,24.0,5.0
2025-11-22 00:00:00+00:00,33,6,21.0,6.0
2025-11-23 00:00:00+00:00,3,3,20.0,5.0
2025-11-24 00:00:00+00:00,10,10,105.0,17.0
2025-11-25 00:00:00+00:00,2,2,18.0,6.0
2025-11-26 00:00:00+00:00,6,6,35.0,4.0
2025-11-27 00:00:00+00:00,1,1,,
2025-11-28 00:00:00+00:00,2,2,7.0,2.0
2025-11-29 00:00:00+00:00,2,2,4.0,3.0
2025-11-30 00:00:00+00:00,6,5,34.0,11.0
