time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-08-26 00:00:00+00:00,29,12,69,9
2026-08-27 00:00:00+00:00,27,4,23,9
2026-08-28 00:00:00+00:00,30,12,29,8
2026-08-29 00:00:00+00:00,5,5,15,4
2026-08-30 00:00:00+00:00,21,5,40,4
2026-08-31 00:00:00+00:00,27,22,112,13
2026-09-01 00:00:00+00:00,247,46,156,13
2026-09-02 00:00:00+00:00,76,23,68,15
2026-09-03 00:00:00+00:00,103,23,85,12
2026-09-04 00:00:00+00:00,275,42,149,15
2026-09-05 00:00:00+00:00,28,16,31,8
2026-09-06 00:00:00+00:00,19,5,1,1
2026-09-07 00:00:00+00:00,8,8,28,7
2026-09-08 00:00:00+00:00,13,8,112,12
