referrer,views_total,views_unique
Google,52,9
github.com,42,9
Bing,9,6
DuckDuckGo,6,2
mole-docs.readthedocs.io,3,3
csrc.sdsu.edu,1,1
qwant.com,1,1
search.brave.com,1,1
