referrer,views_total,views_unique
github.com,159,18
Google,95,21
Bing,12,1
chatgpt.com,10,1
mathworks.sharepoint.com,7,1
mole-docs.readthedocs.io,2,2
teams.public.onecdn.static.microsoft,2,1
mole-ose.org,1,1
pypi.org,1,1
