time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-02-04 00:00:00+00:00,12,10,95,9
2026-02-05 00:00:00+00:00,18,7,41,7
2026-02-06 00:00:00+00:00,17,11,81,12
2026-02-07 00:00:00+00:00,8,7,32,8
2026-02-08 00:00:00+00:00,17,8,20,6
2026-02-09 00:00:00+00:00,28,14,116,10
2026-02-10 00:00:00+00:00,21,10,49,13
2026-02-11 00:00:00+00:00,31,10,97,16
2026-02-12 00:00:00+00:00,134,58,137,15
2026-02-13 00:00:00+00:00,22,10,25,5
2026-02-14 00:00:00+00:00,20,8,38,8
2026-02-15 00:00:00+00:00,28,12,35,6
2026-02-16 00:00:00+00:00,26,14,135,10
2026-02-17 00:00:00+00:00,7,6,78,16
