url_path,views_total,views_unique
/csrc-sdsu/mole,166,46
/csrc-sdsu/mole/pulls,51,9
/csrc-sdsu/mole/issues,46,8
/csrc-sdsu/mole/pull/274,39,5
/csrc-sdsu/mole/tree/main/src/matlab_octave,31,10
/csrc-sdsu/mole/tree/main/examples,26,14
/csrc-sdsu/mole/tree/main/src,26,10
/csrc-sdsu/mole/forks,23,3
/csrc-sdsu/mole/tree/main/examples/matlab_octave,18,11
/csrc-sdsu/mole/tree/main,17,7
