referrer,views_total,views_unique
github.com,153,17
Google,122,21
DuckDuckGo,15,4
mole-docs.readthedocs.io,14,8
ai.sharedai.chat,12,1
search.brave.com,5,1
zenodo.org,3,2
csrc.sdsu.edu,2,2
