time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-11-16 00:00:00+00:00,3.0,3.0,2.0,2.0
2025-11-17 00:00:00+00:00,14.0,13.0,43.0,9.0
2025-11-18 00:00:00+00:00,4.0,4.0,25.0,7.0
2025-11-19 00:00:00+00:00,9.0,5.0,177.0,7.0
2025-11-20 00:00:00+00:00,22.0,13.0,89.0,15.0
2025-11-21 00:00:00+00:00,4.0,4.0,24.0,5.0
2025-11-22 00:00:00+00:00,33.0,6.0,21.0,6.0
2025-11-23 00:00:00+00:00,3.0,3.0,20.0,5.0
2025-11-24 00:00:00+00:00,10.0,10.0,105.0,17.0
2025-11-25 00:00:00+00:00,2.0,2.0,18.0,6.0
2025-11-26 00:00:00+00:00,6.0,6.0,35.0,4.0
2025-11-27 00:00:00+00:00,1.0,1.0,,
2025-11-28 00:00:00+00:00,2.0,2.0,7.0,2.0
2025-11-29 00:00:00+00:00,,,4.0,3.0
