referrer,views_total,views_unique
Google,210,29
github.com,161,12
mole-docs.readthedocs.io,70,10
ai.sharedai.chat,12,1
DuckDuckGo,11,4
goodfirstissues.com,5,1
csrc.sdsu.edu,4,3
search.brave.com,4,1
zenodo.org,3,2
Bing,3,1
