url_path,views_total,views_unique
/csrc-sdsu/mole,239,52
/csrc-sdsu/mole/pulls,223,21
/csrc-sdsu/mole/issues,98,13
/csrc-sdsu/mole/pull/329,70,14
/csrc-sdsu/mole/pull/330,58,6
/csrc-sdsu/mole/pull/312,44,5
/csrc-sdsu/mole/pull/352,38,7
/csrc-sdsu/mole/tree/main/examples,37,22
/csrc-sdsu/mole/tree/main/src,37,9
/csrc-sdsu/mole/pull/331,35,5
