referrer,views_total,views_unique
Google,211,29
github.com,158,13
mole-docs.readthedocs.io,70,10
DuckDuckGo,12,4
ai.sharedai.chat,12,1
goodfirstissues.com,5,1
csrc.sdsu.edu,4,3
search.brave.com,4,1
Bing,3,1
zenodo.org,2,1
