url_path,views_total,views_unique
/csrc-sdsu/mole,187,42
/csrc-sdsu/mole/pulls,165,20
/csrc-sdsu/mole/issues,132,20
/csrc-sdsu/mole/issues/370,66,27
/csrc-sdsu/mole/pull/373,38,12
/csrc-sdsu/mole/pull/330,36,3
/csrc-sdsu/mole/tree/main/src,28,10
/csrc-sdsu/mole/pull/329,24,12
/csrc-sdsu/mole/tree/main/src/matlab_octave,24,9
/csrc-sdsu/mole/pull/312,22,6
