url_path,views_total,views_unique
/csrc-sdsu/mole,82,40
/csrc-sdsu/mole/blob/dev/fortran/.github/workflows/ci.yml,13,1
/csrc-sdsu/mole/pull/269,8,4
/csrc-sdsu/mole/pull/260,7,5
/csrc-sdsu/mole/tree/dev/fortran,7,4
/csrc-sdsu/mole/pulls,6,5
/csrc-sdsu/mole/issues/224,4,4
/csrc-sdsu/mole/issues,4,3
/csrc-sdsu/mole/pull/260/files,4,3
/csrc-sdsu/mole/tree/dev/fortran/src/fortran,4,1
