time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-09-28 00:00:00+00:00,,,8,4
2025-09-29 00:00:00+00:00,25.0,9.0,139,8
2025-09-30 00:00:00+00:00,13.0,9.0,21,5
2025-10-01 00:00:00+00:00,2.0,1.0,106,10
2025-10-02 00:00:00+00:00,1.0,1.0,22,2
2025-10-03 00:00:00+00:00,31.0,11.0,227,13
2025-10-04 00:00:00+00:00,12.0,8.0,139,8
2025-10-05 00:00:00+00:00,1.0,1.0,14,5
2025-10-06 00:00:00+00:00,159.0,26.0,152,13
2025-10-07 00:00:00+00:00,46.0,14.0,97,11
2025-10-08 00:00:00+00:00,44.0,18.0,189,13
2025-10-09 00:00:00+00:00,17.0,8.0,72,9
2025-10-10 00:00:00+00:00,25.0,6.0,21,7
2025-10-11 00:00:00+00:00,22.0,13.0,68,5
