time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-08-07 00:00:00+00:00,19,10,9,4
2026-08-08 00:00:00+00:00,23,14,1,1
2026-08-09 00:00:00+00:00,11,7,46,13
2026-08-10 00:00:00+00:00,5,5,13,6
2026-08-11 00:00:00+00:00,9,6,15,7
2026-08-12 00:00:00+00:00,293,47,221,15
2026-08-13 00:00:00+00:00,81,49,36,10
2026-08-14 00:00:00+00:00,34,13,94,7
2026-08-15 00:00:00+00:00,15,11,16,6
2026-08-16 00:00:00+00:00,10,8,18,6
2026-08-17 00:00:00+00:00,20,17,108,7
2026-08-18 00:00:00+00:00,39,13,100,6
2026-08-19 00:00:00+00:00,32,10,64,9
2026-08-20 00:00:00+00:00,56,13,93,9
