referrer,views_total,views_unique
github.com,193,13
Google,179,26
mole-docs.readthedocs.io,63,6
DuckDuckGo,5,2
goodfirstissues.com,5,1
csrc.sdsu.edu,4,3
Bing,3,1
chatgpt.com,1,1
latintalks.sdsu.edu,1,1
