referrer,views_total,views_unique
github.com,160,12
Google,154,22
mole-docs.readthedocs.io,32,10
siam.org,4,1
Bing,3,1
DuckDuckGo,1,1
csrc.sdsu.edu,1,1
search.brave.com,1,1
