referrer,views_total,views_unique
Google,56,11
github.com,44,9
Bing,6,4
DuckDuckGo,6,2
mole-docs.readthedocs.io,4,4
csrc.sdsu.edu,1,1
search.brave.com,1,1
zenodo.org,1,1
