referrer,views_total,views_unique
github.com,159,14
Google,77,21
chatgpt.com,10,1
mathworks.sharepoint.com,7,1
mole-docs.readthedocs.io,4,2
teams.public.onecdn.static.microsoft,2,1
mole-ose.org,1,1
pypi.org,1,1
