referrer,views_total,views_unique
Google,64,13
github.com,44,9
ai.sharedai.chat,12,1
DuckDuckGo,7,2
Bing,5,3
mole-docs.readthedocs.io,4,4
zenodo.org,3,2
csrc.sdsu.edu,1,1
search.brave.com,1,1
