referrer,views_total,views_unique
github.com,175,13
Google,140,24
mole-docs.readthedocs.io,52,9
DuckDuckGo,14,4
ai.sharedai.chat,12,1
goodfirstissues.com,5,1
search.brave.com,5,1
csrc.sdsu.edu,3,2
zenodo.org,3,2
chatgpt.com,1,1
