url_path,views_total,views_unique
/csrc-sdsu/mole,82,43
/csrc-sdsu/mole/pulls,19,8
/csrc-sdsu/mole/pull/237,14,5
/csrc-sdsu/mole/tree/main/src,9,8
/csrc-sdsu/mole/issues,8,7
/csrc-sdsu/mole/tree/dev/fortran,8,3
/csrc-sdsu/mole/pull/260,7,3
/csrc-sdsu/mole/tree/main/examples,6,5
/csrc-sdsu/mole/actions,6,2
/csrc-sdsu/mole/branches,5,3
