time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-28 00:00:00+00:00,27,15,125,18
2026-05-29 00:00:00+00:00,19,12,56,10
2026-05-30 00:00:00+00:00,28,12,20,5
2026-05-31 00:00:00+00:00,44,16,40,7
2026-06-01 00:00:00+00:00,154,36,125,12
2026-06-02 00:00:00+00:00,47,13,32,7
2026-06-03 00:00:00+00:00,56,23,120,17
2026-06-04 00:00:00+00:00,17,15,93,13
2026-06-05 00:00:00+00:00,41,24,76,15
2026-06-06 00:00:00+00:00,42,15,10,6
2026-06-07 00:00:00+00:00,28,14,18,8
2026-06-08 00:00:00+00:00,68,22,194,15
2026-06-09 00:00:00+00:00,21,8,43,21
2026-06-10 00:00:00+00:00,176,55,97,24
