referrer,views_total,views_unique
Google,166,27
github.com,160,12
mole-docs.readthedocs.io,53,10
ai.sharedai.chat,12,1
DuckDuckGo,11,4
goodfirstissues.com,5,1
search.brave.com,4,1
csrc.sdsu.edu,3,2
zenodo.org,3,2
chatgpt.com,1,1
