referrer,views_total,views_unique
Google,53,10
github.com,42,9
Bing,9,6
DuckDuckGo,6,2
mole-docs.readthedocs.io,2,2
csrc.sdsu.edu,1,1
qwant.com,1,1
search.brave.com,1,1
