referrer,views_total,views_unique
github.com,142,21
Google,72,15
Bing,12,1
chatgpt.com,10,1
mathworks.sharepoint.com,7,1
zenodo.org,3,1
mole-docs.readthedocs.io,2,2
mole-ose.org,2,1
teams.public.onecdn.static.microsoft,2,1
pypi.org,1,1
