referrer,views_total,views_unique
mole-docs.readthedocs.io,88,2
Google,68,13
github.com,61,9
Bing,12,6
DuckDuckGo,1,1
Yahoo,1,1
csrc-sdsu.github.io,1,1
kagi.com,1,1
