url_path,views_total,views_unique
/csrc-sdsu/mole,87,41
/csrc-sdsu/mole/pulls,16,5
/csrc-sdsu/mole/blob/dev/fortran/.github/workflows/ci.yml,13,1
/csrc-sdsu/mole/pull/260,11,6
/csrc-sdsu/mole/pull/269,8,4
/csrc-sdsu/mole/tree/dev/fortran,7,4
/csrc-sdsu/mole/issues,5,3
/csrc-sdsu/mole/pull/268,5,2
/csrc-sdsu/mole/pull/260/files,4,3
/csrc-sdsu/mole/tree/dev/fortran/src/fortran,4,1
