referrer,views_total,views_unique
github.com,149,14
Google,73,22
mole-ose.org,14,1
mole-docs.readthedocs.io,4,2
teams.public.onecdn.static.microsoft,2,1
overleaf.com,1,1
pypi.org,1,1
