referrer,views_total,views_unique
github.com,186,12
Google,180,29
mole-docs.readthedocs.io,66,7
DuckDuckGo,5,2
goodfirstissues.com,5,1
csrc.sdsu.edu,4,3
siam.org,4,1
Bing,3,1
chatgpt.com,1,1
latintalks.sdsu.edu,1,1
