referrer,views_total,views_unique
github.com,132,35
Google,68,15
Bing,13,2
mole-docs.readthedocs.io,6,3
mole-ose.org,3,3
zenodo.org,3,1
chatgpt.com,1,1
cibil.com,1,1
pypi.org,1,1
