time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-26 00:00:00+00:00,31,14,55,16
2026-04-27 00:00:00+00:00,301,72,280,19
2026-04-28 00:00:00+00:00,157,47,305,25
2026-04-29 00:00:00+00:00,294,73,229,19
2026-04-30 00:00:00+00:00,226,60,340,27
2026-05-01 00:00:00+00:00,210,67,190,17
2026-05-02 00:00:00+00:00,90,28,49,19
2026-05-03 00:00:00+00:00,40,22,96,20
2026-05-04 00:00:00+00:00,161,52,211,21
2026-05-05 00:00:00+00:00,164,55,373,23
2026-05-06 00:00:00+00:00,220,25,150,17
2026-05-07 00:00:00+00:00,150,51,232,18
2026-05-08 00:00:00+00:00,85,33,165,13
2026-05-09 00:00:00+00:00,154,21,61,17
